bookID	title	authors	average_rating	isbn	isbn13	language_code	num_pages	ratings_count	text_reviews_count	publication_date	publisher
2655	To Kill a Mockingbird	Harper Lee,Sissy Spacek	4.27	60888695	9780060888695	eng	11	697	180	8/22/2006	Caedmon
2661	To Kill a Mockingbird	Harper Lee	4.27	61205699	9780061205699	en-US	323	271	34	10/17/2006	Harper
2673	The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent	David H. Chilton	4.02	761501665	9780761501664	eng	199	66	4	9/20/1995	Prima Lifestyles
2677	A Modest Proposal and Other Satirical Works	Jonathan Swift	4.05	486287599	9780486287591	eng	64	13562	141	2/2/1996	Dover Publications
2678	Gulliver's Travels , A Modest Proposal	Jonathan Swift,Jesse Gale	3.79	1416500391	9781416500391	eng	416	2161	50	8/1/2005	Simon  Schuster
2680	Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova)	Xavier de C.,Xavier de C.,Joseph Rowe	4.67	1556434952	9781556434952	eng	144	3	0	5/4/2004	North Atlantic Books
2686	The Bostonians	Henry James,R.D. Gooder	3.59	192834428	9780192834423	eng	504	85	12	7/23/1998	Oxford University Press
2687	Novels 1896–1899: The Other House , The Spoils of Poynton , What Maisie Knew , The Awkward Age	Henry James,Myra Jehlen	4.28	1931082308	9781931082303	eng	1035	25	4	3/10/2003	Library of America
2688	Novels 1901–1902: The Sacred Fount , The Wings of the Dove	Henry James,Leo Bersani	4.63	193108288X	9781931082884	eng	713	27	3	2/2/2006	Library of America
2692	Complete Stories 1892–1898	Henry James,John Hollander,David Bromwich	4.22	1883011094	9781883011093	eng	958	198	7	1/1/1996	Library of America
2696	The Canterbury Tales	Geoffrey Chaucer,Nevill Coghill	3.49	140424385	9780140424386	eng	504	168559	2365	1/30/2003	Penguin Classics
2698	The Canterbury Tales	Geoffrey Chaucer,David  Wright	3.49	019283360X	9780192833600	eng	465	257	22	7/9/1998	Oxford University Press
2701	The Canterbury Tales (original-spelling edition)	Geoffrey Chaucer,Jill Mann	3.49	014042234X	9780140422344	enm	1254	792	59	4/7/2005	Penguin Classics
2702	Chaucer's Canterbury Tales (Selected): An Interlinear Translation	Geoffrey Chaucer,Vincent Foster Hopper	3.8	812000390	9780812000399	eng	530	73	5	12/31/1977	Barrons Educational Series
2705	Oxford Guides to Chaucer: The Canterbury Tales	Helen  Cooper	4.02	198711557	9780198711551	eng	456	84	4	5/23/1996	Oxford University Press  USA
2706	Love Visions	Geoffrey Chaucer,Brian Stone	3.61	140444084	9780140444087	eng	272	70	6	5/26/1983	Penguin Classics
2710	Chaucer's Canterbury Tales	Geoffrey Chaucer	3.49	671475029	9780671475024	eng	383	36	5	1/28/1964	Washington Square Press
2711	The Riverside Chaucer	Geoffrey Chaucer,Larry Dean Benson,F.N. Robinson	4.18	395290317	9780395290316	enm	1327	7760	152	12/12/1987	Houghton Mifflin
2713	The Portable Chaucer	Geoffrey Chaucer,Theodore Morrison	3.86	140150811	9780140150810	eng	611	70	8	5/26/1977	Penguin Books
2715	Salt: A World History	Mark Kurlansky	3.74	142001619	9780142001615	eng	484	50335	3012	1/28/2003	Penguin Books
2718	Salt in His Shoes: Michael Jordan in Pursuit of a Dream	Deloris Jordan,Kadir Nelson,Roslyn M. Jordan	4.2	689834195	9780689834196	eng	32	1178	173	11/1/2003	Simon  Schuster Books for Young Readers
2719	The Book of Salt	Monique Truong	3.52	618446885	9780618446889	eng	261	4411	629	6/15/2004	Mariner Books
2722	Cities of Salt (مدن الملح #1)	Abdul Rahman Munif,Peter Theroux	4.13	039475526X	9780394755267	eng	627	856	105	7/17/1989	Vintage
2723	The Years of Rice and Salt	Kim Stanley Robinson	3.73	553580078	9780553580075	eng	763	9344	995	6/3/2003	Bantam Books
2725	Illuminations: Essays and Reflections	Walter Benjamin,Hannah Arendt,Harry Zohn,Leon Wieseltier	4.29	805202412	9780805202410	eng	288	9254	194	1/13/1969	Schocken
2727	Saul Steinberg: Illuminations	Saul Steinberg,Joel Smith,Charles Simic	4.51	300115865	9780300115864	eng	288	39	5	11/1/2006	Yale University Press
2731	Advanced Global Illumination	Philip Dutre	4.5	1568813074	9781568813073	eng	366	17	2	8/30/2006	A K PETERS
2735	Snow Falling On Cedars	David Guterson	3.83	074754655X	9780747546559	eng	404	588	46	10/21/1999	Bloomsbury Publishing PLC
2743	The Lost Boy (Dave Pelzer #2)	Dave Pelzer	4.1	1558745157	9781558745155	eng	331	52028	2513	8/1/1997	Health Communications Inc
2745	Real Boys: Rescuing Our Sons from the Myths of Boyhood	William S. Pollack,Mary Pipher	3.83	805061835	9780805061833	en-US	480	1397	128	5/10/1999	Owl Publishing Company
2749	Microserfs	Douglas Coupland	3.88	7179812	9780007179817	eng	371	442	38	1/1/2008	Harper Perennial
2756	New Media Language	Jean Aitchison,Diana M. Lewis	3	415283043	9780415283045	eng	209	2	0	5/22/2003	Routledge
2761	The Denial of Death	Ernest Becker,Sam Keen,Daniel Goleman	4.16	684832402	9780684832401	eng	336	6599	635	5/8/1997	Free Press
2767	A People's History of the United States	Howard Zinn	4.08	60838655	9780060838652	eng	729	167321	4711	8/2/2005	Harper Perennial
2768	A People's History of the United States	Howard Zinn,Kathy Emery,Ellen Gordon Reeves	4.08	1565848268	9781565848269	eng	619	39	3	7/1/2003	The New Press
2770	A People's History of the United States: The Civil War to the Present	Howard Zinn,Kathy Emery,Ellen Gordon Reeves	4	1565847253	9781565847255	eng	496	22	0	8/1/2003	The New Press
2778	Graphic Design: A Concise History (World of Art)	Richard Hollis	4	500203474	9780500203477	en-US	232	675	12	5/17/2002	Thames  Hudson
2781	Immigrant Acts: On Asian American Cultural Politics	Lisa Lowe	4	822318644	9780822318644	eng	272	206	9	10/21/1996	Duke University Press Books
2785	The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back	Jonathan Hale	3.92	039574010X	9780395740101	eng	256	81	12	9/1/1995	Mariner Books
2794	The Crying of Lot 49	Thomas Pynchon	3.69	006091307X	9780060913076	eng	152	57011	3332	10/17/2006	Harper Perennial
2802	E=mc²: A Biography of the World's Most Famous Equation	David Bodanis	4.09	425181642	9780425181645	eng	337	6368	321	10/1/2000	Berkley Trade
2804	Passionate Minds	David Bodanis	4.1	307237206	9780307237200	en-US	373	717	112	10/10/2006	Crown Publishing Group (NY)
2810	Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard	Rolland Hein,Clyde S. Kilby	3.93	094089548X	9780940895485	eng	303	448	18	12/1/2002	Cornerstone Press Chicago
2811	A House Like a Lotus (O'Keefe Family  #3)	Madeleine L'Engle	3.76	440936853	9780440936855	eng	307	3976	163	11/1/1985	Dell
2814	The Rock That Is Higher: Story as Truth	Madeleine L'Engle	4.12	877887268	9780877887263	eng	320	496	48	3/19/2002	Shaw Books
2815	The Glorious Impossible	Madeleine L'Engle,Giotto di Bondone	4.25	671686909	9780671686901	eng	64	367	38	9/30/1990	Simon & Schuster Children's Publishing
2817	A Full House: An Austin Family Christmas (Austin Family  #5.6)	Madeleine L'Engle,Mary Chambers	3.98	877880204	9780877880202	eng	48	235	4	3/7/2000	Shaw
2819	A Circle of Quiet (Crosswicks Journals #1)	Madeleine L'Engle	4.21	62545035	9780062545039	en-CA	246	5236	506	1/1/1984	HarperOne
2820	The Birth of Tragedy and Other Writings	Friedrich Nietzsche,Raymond Geuss,Ronald Speirs	4.04	521639875	9780521639873	eng	204	388	23	4/22/1999	Cambridge University Press
2821	The Birth of Tragedy,The Genealogy of Morals	Friedrich Nietzsche,Francis Golffing	4.01	385092105	9780385092104	en-US	320	843	42	5/7/1990	Anchor
2822	The Birth of Tragedy	Friedrich Nietzsche	3.98	1419154079	9781419154072	eng	84	32	0	6/17/2004	Kessinger Publishing
2823	The Birth of Tragedy	Friedrich Nietzsche,Michael Tanner,Shaun Whiteside	3.98	140433392	9780140433395	en-US	160	10147	301	11/27/2003	Penguin Classics
2826	Birth Of A Tragedy: Kashmir 1947	Alastair Lamb	4	907129072	9780907129073	eng	179	9	2	3/14/2008	Roxford Books
2834	The Tragedy of Pudd'nhead Wilson,Those Extraordinary Twins	Mark Twain,David Lionel Smith,Sherley Anne Williams	3.79	195114159	9780195114157	eng	512	3664	58	3/6/1997	Oxford University Press  USA
2835	The Tragedy of Pudd'nhead Wilson	Mark Twain,Michael Prichard	3.79	140015068X	9781400150687	eng	0	3	0	1/1/2003	Tantor Media
2836	Bridge to Terabithia	Katherine Paterson,Donna Diamond	4	60734019	9780060734015	en-US	191	1811	152	7/1/2008	HarperTeen
2843	Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature	Tara MacCarthy	5	439271711	9780439271714	eng	32	4	1	1/1/2002	Teaching Resources
2847	Bread and Roses  Too	Katherine Paterson	3.76	618654798	9780618654796	eng	275	2018	294	9/4/2006	Clarion Books
2851	The Invisible Child	Katherine Paterson	4.27	525464824	9780525464822	eng	266	99	27	12/31/2001	Dutton Juvenile
2855	A Short History of Decay	Emil M. Cioran,Richard Howard	4.25	1559704640	9781559704649	eng	186	1771	99	9/15/1998	Arcade Publishing
2860	Scholar of Decay (Ravenloft  #14)	Tanya Huff	3.46	078690206X	9780786902064	eng	313	38	1	5/1/2000	TSR
2864	Girl with a Pearl Earring	Tracy Chevalier	3.88	452284937	9780452284937	eng	233	1162	127	9/30/2003	Plume Books
2868	The Golden Tulip	Rosalind Laker	3.94	385415605	9780385415606	eng	585	29	4	9/1/1991	Doubleday
2871	Burning Bright	Tracy Chevalier	3.36	052594978X	9780525949787	eng	320	10919	1113	3/20/2007	Dutton
2872	Falling Angels	Tracy Chevalier	3.58	452283205	9780452283206	eng	336	20321	1214	9/24/2002	Penguin Books
2873	The Virgin Blue	Tracy Chevalier	3.66	452284449	9780452284449	eng	304	26029	1588	6/24/2003	Penguin Books
2875	Wenn Engel fallen	Tracy Chevalier	3.58	3471772537	9783471772539	ger	384	6	1	2/1/2002	List
2877	Tom Hunter: Living in Hell and Other Stories	Tom Hunter,Tracy Chevalier,Colin Wiggins	3.64	1857093313	9781857093315	en-GB	80	42	0	3/8/2006	National Gallery London
2879	Bleach  Volume 15	Tite Kubo	4.42	1421506130	9781421506135	eng	208	19945	76	10/3/2006	VIZ Media LLC
2880	Bleach  Volume 01	Tite Kubo	4.22	1591164419	9781591164418	eng	200	140403	1063	5/19/2004	VIZ Media LLC
2881	Bleach  Volume 14	Tite Kubo	4.38	1421506122	9781421506128	eng	208	10356	79	8/1/2006	VIZ Media LLC
2882	Bleach  Volume 11	Tite Kubo	4.36	1421502712	9781421502717	eng	208	8773	84	2/7/2006	VIZ Media LLC
2883	Bleach  Volume 12	Tite Kubo	4.36	1421504030	9781421504032	eng	208	8948	86	4/4/2006	VIZ Media LLC
2885	DEATH NOTE デスノート 1	Tsugumi Ohba,Takeshi Obata,大場 つぐみ,小畑 健	4.43	4088736214	9784088736211	jpn	195	227	38	4/2/2004	集英社
2886	Death Note  Vol. 4: 恋心 (Death Note  #4)	Tsugumi Ohba,Takeshi Obata	4.39	4088736710	9784088736716	jpn	204	452	13	11/11/2004	Shueisha
2887	Death Note  Vol. 3: 激走 (Death Note  #3)	Tsugumi Ohba,Takeshi Obata	4.43	4088736524	9784088736525	jpn	194	400	11	9/3/2004	Shueisha
2893	Love Artist (Harlequin Romance #2860)	Valerie Parv	3.25	373028601	9780373028603	eng	187	3	1	7/24/1987	Harlequin Romance
2895	Perfume: The Story of a Murderer	Patrick Süskind,John E. Woods	4.02	307277763	9780307277763	eng	255	1124	191	2/13/2001	Vintage International
2896	Das Parfum. Die Geschichte eines Mörders	Patrick Süskind	4.02	3257228007	9783257228007	ger	321	9674	343	6/1/1994	Diogenes
2898	Three Stories and a Reflection	Patrick Süskind	3.57	747534934	9780747534938	eng	128	24	3	11/13/1997	Bloomsbury Publishing PLC
2899	The Pigeon	Patrick Süskind	3.68	140105832	9780140105834	eng	77	6254	423	6/29/1989	Penguin
2900	The Story of Mr Sommer	Patrick Süskind,Jean-Jacques Sempé	3.84	747566755	9780747566755	eng	128	2061	104	11/3/2003	Not Avail
2906	Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1)	Tite Kubo	4.22	4088732138	9784088732138	jpn	189	41	3	1/5/2002	Shueisha
2907	Bleach  Tome 1: The Death and the Strawberry	Tite Kubo	4.22	2723442276	9782723442275	fre	192	54	4	7/2/2003	Glénat
2912	Escape from Fire Mountain (World of Adventure  #3)	Gary Paulsen,Steve Chorney	3.67	440410258	9780440410256	eng	80	114	17	1/1/1995	Yearling
2917	How Angel Peterson Got His Name	Gary Paulsen	3.93	440229359	9780440229353	eng	111	1177	218	8/10/2004	Yearling
2920	Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5)	Gary Paulsen	4.44	440419670	9780440419679	en-US	560	557	46	9/9/2003	Yearling
2921	Chicago Blues: The City and the Music	Mike  Rowe,Ronald Radano	3.92	306801450	9780306801457	eng	226	25	2	8/22/1981	Da Capo Press
2923	Winterdance: The Fine Madness of Running the Iditarod	Gary Paulsen	4.26	156001454	9780156001458	eng	272	5437	830	2/17/1995	Mariner Books
2928	Brian's Winter	Gary Paulsen	4.01	385321988	9780385321983	en-US	133	76	12	1/1/1996	Delacorte Books for Young Readers
2932	Robinson Crusoe (Robinson Crusoe #1)	Daniel Defoe,Virginia Woolf	3.67	375757325	9780375757327	eng	320	209122	4131	6/12/2001	Modern Library
2933	Robinson Crusoe	Daniel Defoe,John J. Richetti	3.67	141439823	9780141439822	eng	286	1507	142	3/27/2003	Penguin Classics
2934	Robinson Crusoe	Daniel Defoe,Michael Shinagel	3.67	393964523	9780393964523	en-US	436	585	63	12/19/1994	W.W. Norton & Company
2937	Robinson Crusoe	Daniel Defoe,Avi	3.67	689844085	9780689844089	eng	482	204	32	7/1/2001	Aladdin
2940	Robinson Crusoe	Daniel Defoe	3.67	1587263882	9781587263880	eng	288	311	18	7/14/2006	Ann Arbor Media
2942	A General History of the Pyrates	Daniel Defoe,Manuel Schonhorn,Charles   Johnson	3.72	486404889	9780486404882	eng	733	577	36	1/26/1999	Dover Publications
2949	Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library)	Mark Twain,Paul Baender,Dahlia Armon,Walter Blair	3.85	520238958	9780520238954	eng	389	5	0	3/15/2003	University of California Press
2952	Huck Finn and Tom Sawyer Among the Indians	Mark Twain,Lee Nelson	3.57	1555176801	9781555176808	eng	277	242	29	4/22/2003	Council Press
2953	Huck Finn,Pudd'nhead Wilson,No 44 Mysterious Stranger other Writings	Mark Twain,Guy Cardwell,Louis J. Budd	4.06	1883011884	9781883011888	en-US	808	33	3	8/1/2000	Library of America
2956	The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2)	Mark Twain,Guy Cardwell,John Seelye,Walter Trier	3.82	142437174	9780142437179	eng	327	1049912	11391	12/31/2002	Penguin Classics
2958	Adventures of Huckleberry Finn	Mark Twain,E.W. Kemble	3.82	486443221	9780486443225	eng	368	144	17	5/6/2005	Dover Publications
2960	Adventures of Huckleberry Finn	Mark Twain,George Saunders	3.82	375757376	9780375757372	eng	244	687	37	8/14/2001	The Modern Library
2962	The Annotated Huckleberry Finn	Mark Twain,Michael Patrick Hearn,E.W. Kemble	3.82	393020398	9780393020397	eng	656	185	18	10/17/2001	W. W. Norton  Company
2965	The Wit and Wisdom of Mark Twain	Mark Twain	4.2	486406644	9780486406640	eng	64	970	53	12/23/1998	Dover Publications
2967	Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race	Mark Twain,Lin Salamo,Victor Fischer,Michael B. Frank	3.86	520242459	9780520242456	eng	221	513	71	10/18/2004	University of California Press
2968	The Complete Short Stories of Mark Twain	Mark Twain,Charles Neider	4.28	553211951	9780553211955	eng	848	5710	142	3/1/1984	Bantam Classics
2971	The Autobiography of Mark Twain	Mark Twain,Charles Neider	4.05	60955422	9780060955427	eng	508	2871	209	11/28/2000	Harper Perennial
2973	Collected Tales  Sketches  Speeches  & Essays 1891–1910	Mark Twain,Louis J. Budd	4.39	940450739	9780940450738	eng	1050	207	10	10/15/1992	Library of America
2978	Lost Horizon	James Hilton	3.92	60594527	9780060594527	eng	241	11892	955	6/15/2004	Harper Perennial
2988	Louisa May Alcott's Christmas Treasury	Louisa May Alcott,C. Michael Dudash,Stephen W. Hines	3.96	1589199502	9781589199507	eng	282	715	44	6/1/2002	David C Cook
2997	My Secret Garden: Women's Sexual Fantasies	Nancy Friday	3.68	671019872	9780671019877	eng	361	1817	123	10/28/2003	Pocket Books
2998	The Secret Garden	Frances Hodgson Burnett	4.13	517189607	9780517189603	eng	331	764134	11796	9/1/1998	Children's Classics
3003	The Secret Garden	Frances Hodgson Burnett,Sandra M. Gilbert	4.13	451528832	9780451528834	eng	281	1739	116	7/1/2003	Signet
3004	The Secret Garden	Martha Hailey DuBose,Frances Hodgson Burnett,Lucy Corvino,Arthur Pober	4.33	1402713193	9781402713194	eng	160	1653	76	3/1/2005	Sterling
3006	The Secret Garden	Frances Hodgson Burnett,Alison Lurie	4.13	142437050	9780142437056	en-GB	288	517	13	1/30/2003	Penguin Classics
3008	A Little Princess	Frances Hodgson Burnett,Nancy Bond	4.2	142437018	9780142437018	eng	242	238192	4392	2/26/2002	Penguin Books
3011	Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924	Ann Thwaite	3.8	879237902	9780879237905	eng	274	23	7	9/1/1994	David R. Godine Publisher
3014	The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden	Amy Cotler,Frances Hodgson Burnett,Prudence See	4.3	60277408	9780060277406	eng	128	150	23	3/19/1999	Festival
3023	Basic Economics: A Citizen's Guide to the Economy	Thomas Sowell	4.32	465081452	9780465081455	eng	448	5899	475	12/24/2003	Basic Books
3025	Basic Economics: A Common Sense Guide to the Economy	Thomas Sowell	4.32	465002609	9780465002603	eng	627	328	43	4/3/2007	Basic Books (AZ)
3040	Black Rednecks and White Liberals	Thomas Sowell	4.38	1594030863	9781594030864	eng	372	2579	301	6/1/2005	Encounter Books
3041	Applied Economics: Thinking Beyond Stage One	Thomas Sowell	4.14	465081436	9780465081431	eng	256	1546	122	11/13/2003	Basic Books
3042	Knowledge And Decisions	Thomas Sowell	4.39	465037380	9780465037384	eng	422	766	47	10/4/1996	Basic Books
3047	A Conflict of Visions: Ideological Origins of Political Struggles	Thomas Sowell	4.31	465081428	9780465081424	eng	304	1797	166	1/3/2002	Basic Books
3051	Sir Gawain and the Green Knight	Selina Shirley Hastings,Juan Wijngaard	3.91	744520053	9780744520057	eng	29	65	9	6/27/1991	Walker Books Ltd
3053	Alcoholics Anonymous	Alcoholics Anonymous	4.45	916856593	9780916856595	eng	250	22	0	8/1/1993	Alcoholics Anonymous World Services Inc
3055	Alcoholics Anonymous	Alcoholics Anonymous	4.45	1893007162	9781893007161	en-US	576	495	30	2/10/2002	AA World Services
3056	The Twelve Steps & Twelve Traditions of Overeaters Anonymous	Overeaters Anonymous	4.36	960989862	9780960989867	en-US	221	213	10	1/1/1993	Overeaters Anonymous  Incorporated
3061	The Natural Way to Draw	Kimon Nicolaides,Mamie Harmon	3.9	395530075	9780395530078	en-US	240	39369	80	2/1/1990	Mariner Books
3065	Natural Health  Natural Medicine	Andrew Weil	4.11	618479031	9780618479030	en-US	448	580	41	12/9/2004	Mariner Books
3066	The Fixer	Bernard Malamud,Jonathan Safran Foer	3.96	374529388	9780374529383	eng	335	8624	409	5/5/2004	Farrar  Straus and Giroux
3067	The Complete Stories	Bernard Malamud,Robert Giroux	4.22	374525757	9780374525750	en-US	656	712	51	10/12/1998	Farrar  Straus and Giroux
3068	The Assistant	Bernard Malamud,Jonathan Rosen	3.89	374504849	9780374504847	en-US	246	8073	319	7/7/2003	Farrar Straus and Giroux
3070	Conversations with Bernard Malamud (Literary Conversations)	Lawrence M. Lasher	4	878054901	9780878054909	eng	184	4	0	3/1/1991	University Press of Mississippi
3072	The Tenants	Bernard Malamud,Aleksandar Hemon	3.65	374521026	9780374521028	eng	248	662	50	9/18/2003	Farrar  Straus and Giroux
3075	Enchanted April: Acting Edition	Matthew Barber,Elizabeth von Arnim	3.61	822219751	9780822219750	eng	73	67	6	4/7/2004	Dramatists Play Service
3084	April  May und June	Elizabeth von Arnim	3.88	345833422X	9783458334224	ger	88	0	0	4/1/1995	Insel  Frankfurt
3087	A Room with a View	E.M. Forster	3.91	1420925431	9781420925432	eng	119	128596	3422	1/1/2005	Digireads.com
3088	A Room with a View , Howards End	E.M. Forster,Benjamin DeMott	4.1	451521412	9780451521415	eng	449	2450	113	2/4/1986	Signet
3100	E.M. Forster: Critical Guidebook	Lionel Trilling,E.M. Forster	3.51	811202100	9780811202107	eng	208	6	0	1/17/1971	New Directions
3101	The Longest Journey	E.M. Forster,Gilbert Adair,Elizabeth Heine	3.48	141441488	9780141441481	eng	396	1665	125	7/27/2006	Penguin Classics
3102	Howards End	E.M. Forster	3.96	486424545	9780486424545	eng	246	54765	1437	10/29/2002	Dover Publications
3103	Maurice	E.M. Forster	4.03	393310329	9780393310320	eng	256	21997	1005	12/17/2005	W. W. Norton  Company
3104	E. M. Forster: A Life	P.N. Furbank	4.14	156286513	9780156286510	eng	648	141	11	5/2/1994	Mariner Books
3105	Howards End	E.M. Forster	3.96	141183357	9780141183350	eng	352	368	26	9/28/2000	Penguin Books
3107	The Sixteen Pleasures	Robert Hellenga	3.59	385314698	9780385314695	eng	384	2699	336	5/1/1995	Delta
3113	Revolutionary Characters: What Made the Founders Different	Gordon S. Wood	3.97	1594200939	9781594200939	eng	336	3259	187	5/18/2006	Penguin Press HC  The
3117	The Rescue (Kidnapped  #3)	Gordon Korman	4.11	439847796	9780439847797	eng	140	1864	117	9/1/2006	Scholastic Books
3119	Hunting the Hunter (On the Run  #6)	Gordon Korman	4.21	439651417	9780439651417	eng	151	1928	85	2/1/2006	Scholastic
3120	Public Enemies (On The Run  #5)	Gordon Korman	4.19	439651409	9780439651400	eng	150	2050	76	12/1/2005	Scholastic
3130	Runaway Bride	Deborah  Gordon	4.25	380777584	9780380777587	eng	390	8	0	9/28/1994	Avon
3142	The Bridge over the Drina	Ivo Andrić,William H. McNeill	4.33	1860460585	9781860460586	eng	314	254	35	4/5/1995	The Harvill Press
3144	Drina Dances in Paris	Jean Estoril	4.16	750000333	9780750000338	eng	194	14	4	4/1/1991	Simon and Schuster
3145	Drina Ballerina	Jean Estoril	4.16	750005947	9780750005944	eng	188	8	1	1/17/1991	Hodder
3147	Le Pont sur la Drina	Ivo Andrić,Pascale Delpech	4.33	225393321X	9782253933212	fre	384	69	10	7/5/1999	Livre de Poche
3152	Drina Dances in Italy	Jean Estoril	4.08	750012633	9780750012638	eng	191	21	0	8/31/1992	Hodder
3155	Drina Goes on Tour	Jean Estoril,Mabel Esther Allan	4.26	750002468	9780750002462	eng	188	112	7	10/20/1991	Simon and Schuster
3156	Drina Dances in Madeira	Jean Estoril,Mabel Esther Allan	4.09	750002425	9780750002424	eng	164	139	6	2/6/1991	Simon and Schuster
3167	Phaedrus,Apology,Crito,Symposium	Plato,Benjamin Jowett	3	1420926845	9781420926842	en-US	144	19	0	1/1/2006	Digireads.com
3207	The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus	Plato,Reginald E. Allen	4.17	300044887	9780300044881	eng	352	114	11	9/10/1989	Yale University Press
3231	Gorgias,Timaeus	Plato,Benjamin Jowett	3.74	486427595	9780486427591	eng	256	34	5	7/15/2003	Dover Publications
3232	Minor Works: On Colours,On Things Heard,Physiognomics,On Plants,On Marvellous Things Heard,Mechanical Problems,On Indivisible Lines,The...Gorgias	Aristotle,W.S. Hett	4.57	674993381	9780674993389	grc	528	14	0	6/28/1963	Loeb Classical Library 307
3248	Aristophanes I: Clouds,Wasps,Birds	Aristophanes,Peter Meineck,Ian C. Storey	3.77	872203603	9780872203600	eng	480	100	9	9/1/1998	Hackett Publishing Company  Inc. (USA)
3254	The Trojan Women	Euripides,Gilbert Murray	3.89	1420927329	9781420927320	eng	80	4577	126	1/1/2006	Digireads.com
3258	Greek Tragedies  Volume 2	David Grene,Richmond Lattimore,Aeschylus,Sophocles,Euripides	4.29	226307751	9780226307756	eng	304	327	12	2/15/1960	University Of Chicago Press
3273	Moloka'i (Moloka'i #1)	Alan Brennert	4.17	312304358	9780312304355	eng	405	91395	8192	10/4/2004	St. Martin's Griffin
3280	Teaching with the Brain in Mind	Eric Jensen	4.11	1416600302	9781416600305	eng	186	592	49	6/15/2005	Association for Supervision & Curriculum Development
3283	Introducing Mind and Brain (Introducing...)	Angus Gellatly,Oscar Zárate,Richard Appignanesi	3.54	1840466383	9781840466386	en-GB	176	26	1	5/10/2001	Totem Books
3290	Eva Luna	Isabel Allende,Margaret Sayers Peden	3.97	553383825	9780553383829	eng	320	430	23	8/30/2005	Dial Press
3291	The Stories of Eva Luna	Isabel Allende	3.97	743217187	9780743217187	eng	352	12839	375	11/13/2001	Scribner
3293	Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica	Isabel Allende,Richard D. Woods,Kenneth M. Taggart	3.97	007001356X	9780070013568	eng	256	10	1	12/1/1994	McGraw-Hill Humanities/Social Sciences/Languages
3298	El bosque de los pigmeos	Isabel Allende	3.77	60816198	9780060816193	spa	304	1099	46	9/6/2005	HarperCollins Espanol
3300	Inés of My Soul	Isabel Allende,Margaret Sayers Peden	3.93	61161535	9780061161537	eng	321	15345	1075	11/7/2006	Harper
3301	La casa de los espíritus	Isabel Allende	4.23	60951303	9780060951306	spa	454	608	38	9/18/2001	HarperCollins Espanol
3302	El plan infinito	Isabel Allende	3.72	60951273	9780060951276	spa	336	514	33	5/14/2002	Harper Perennial
3303	El reino del dragón de oro	Isabel Allende	3.84	60591714	9780060591717	spa	432	1189	51	9/7/2004	HarperCollins Espanol
3304	City of the Beasts (Eagle and Jaguar  #1)	Isabel Allende,Margaret Sayers Peden	3.71	60535032	9780060535032	eng	408	17962	778	4/27/2004	Rayo
3311	Self	Yann Martel	3.43	571219764	9780571219766	eng	331	2359	146	4/7/2003	Faber  Faber
3316	Die Brücke über die Drina	Ivo Andrić,Ernst E. Jonas	4.33	3518399608	9783518399606	ger	407	9	0	3/1/2003	Suhrkamp
3325	Drina Dances in Switzerland	Jean Estoril,Jenny Sanders	4.02	750002441	9780750002448	eng	188	13	1	8/23/1993	Hodder Children's Books
3340	The Story of Salt	Mark Kurlansky,S.D. Schindler	4.08	399239987	9780399239984	eng	48	382	85	9/7/2006	G.P. Putnam's Sons Books for Young Readers
3341	Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea	Mark Kurlansky,Dalai Lama XIV	4	679643354	9780679643357	eng	203	768	96	9/12/2006	Modern Library
3343	Boogaloo on 2nd Avenue	Mark Kurlansky	3.17	345448197	9780345448194	eng	319	191	26	2/28/2006	Random House Trade
3344	Cod: A Biography of the Fish That Changed the World	Mark Kurlansky	3.91	140275010	9780140275018	eng	294	970	104	7/1/1998	Penguin Books
3345	1968: The Year That Rocked the World	Mark Kurlansky	3.78	345455827	9780345455826	eng	480	2046	248	1/11/2005	Random House Trade Paperbacks
3346	A Chosen Few: The Resurrection of European Jewry (Reader's Circle)	Mark Kurlansky	3.87	345448146	9780345448149	eng	456	51	2	3/26/2002	Ballantine Books
3347	The Basque History of the World: The Story of a Nation	Mark Kurlansky	3.85	140298517	9780140298512	eng	400	3457	329	2/1/2001	Penguin Books
